,KQ[0],KQ[1],KQ[2],KQ[3],KQ[4],KQ[5],KQ[6],KQ[7],KQ[8],KQ[9],KQ[10],KQ[11],KQ[12],KQ[13],KQ[14],KQ[15],KQ[16],KQ[17],KQ[18],KQ[19],KQ[20],KQ[21],KQ[22],KQ[23],KQ[24],KQ[25],KQ[26]
12-06-2017,83555,71531,24984,09245,83596,25089,80545,49662,02521,38074,1948,1032,0582,8432,1741,4052,4076,5823,7701,8683,523,486,591,75,87,73,46
13-06-2017,78061,74783,51037,06657,81606,28536,84094,15439,65733,46534,9965,1419,5491,8502,1381,4498,5742,2350,8923,8738,254,002,087,65,55,57,37
14-06-2017,40909,84829,42821,45194,80601,64206,04182,71606,73646,64748,9856,4675,4639,0389,8462,1125,1333,7241,3010,9058,899,366,687,27,70,15,32
15-06-2017,38171,86762,67325,72464,33710,70003,52875,28995,26085,12643,9882,2645,8515,4325,1784,6006,4659,8983,0950,1190,796,666,043,25,12,84,79
16-06-2017,05480,81804,40688,11954,91141,61137,05799,90202,01193,68370,5543,5562,4938,8502,7421,1706,9067,3325,3708,9279,184,523,544,35,30,89,57
17-06-2017,18644,47218,48800,34289,82988,79802,04245,33165,35260,11887,8100,9336,0173,7546,7997,1263,5622,7776,0498,6904,172,952,431,93,64,25,11
18-06-2017,15276,54452,64608,41170,08643,45522,60729,90283,17338,74132,4032,9766,8774,0100,4811,2695,3144,3081,1811,4781,668,634,000,50,01,36,51
19-06-2017,83224,63583,33978,08885,99980,49251,36019,15262,79203,43756,7083,9021,0968,9948,0204,6815,6312,4210,2216,8766,773,588,302,39,86,28,66
20-06-2017,59097,42587,69543,99016,11799,93908,09012,97098,49149,99931,9738,2512,8406,9668,9761,3706,6073,2283,7790,5809,115,346,528,95,06,91,76
21-06-2017,35572,72142,60108,97897,58680,73359,55150,10500,19280,94817,1343,4515,0673,7220,3372,0634,7507,2249,8919,3093,316,434,683,43,55,35,90
22-06-2017,98378,73134,25193,90750,40428,81108,29096,19893,15659,19772,8236,3218,1264,7504,4621,6981,1172,0988,5388,4107,851,538,491,70,69,09,49
23-06-2017,86523,26145,12726,27574,49974,75954,05788,72691,53659,24081,9484,7352,1183,1500,3230,1265,1429,1673,3721,2612,660,013,343,05,59,49,81
24-06-2017,03261,70148,02102,10412,61250,65484,49370,02594,92244,16221,0589,7590,1245,7106,1427,2525,9623,0501,8190,1044,064,848,673,50,20,21,26
25-06-2017,48396,12360,33762,92463,84119,57111,60611,84509,27110,07886,1590,6647,1662,9012,3161,1174,4862,6422,6711,8494,769,690,973,33,44,94,10
26-06-2017,70727,90840,23935,66577,74949,50020,36741,11415,32662,22149,9154,5182,0869,4695,6315,4884,9459,0791,7086,8928,932,536,318,54,41,64,52
27-06-2017,40303,88892,85370,18016,15276,51358,38276,00306,25464,99749,3964,6871,4822,2094,9468,6223,0857,0879,8181,0428,129,866,745,66,60,55,45
28-06-2017,82194,95769,42126,74640,40621,82427,14207,56410,45707,99193,8628,1762,7489,3273,8696,1082,1261,3600,3906,3854,643,539,255,08,78,68,34
29-06-2017,33512,24902,71034,24619,30353,56543,61856,93619,22827,21114,9529,9260,0466,4403,7626,6817,5749,7181,9929,9793,714,808,166,26,36,20,93
30-06-2017,56409,35382,17963,97793,27932,21644,71290,98496,74299,03841,7837,3583,8165,2019,5303,4577,4781,4941,6141,9769,073,555,164,86,19,48,58
01-07-2017,82721,86610,96434,02815,93884,86807,55545,69018,45713,86210,0427,4231,0506,3877,5704,8038,8385,3826,8635,0115,992,481,987,37,24,26,81
02-07-2017,53349,45937,69357,56475,50776,18741,85832,63392,43810,51198,3908,9993,3977,9019,0235,7779,6925,4304,1642,3555,538,655,943,71,85,04,60
03-07-2017,98586,78768,79258,98515,81937,79158,07499,76454,68559,34239,5951,3682,9175,7579,0797,6761,4672,2331,2427,6602,136,182,197,64,22,92,46
04-07-2017,89148,97138,14580,51157,27070,71380,73711,20477,09438,94621,0481,9242,1434,2898,7337,2315,7172,0241,7744,4706,910,244,248,35,88,99,00
05-07-2017,72716,97658,62059,28275,01950,64448,73670,16706,52181,94404,2191,0340,1445,0682,2866,9048,1420,7991,0159,2668,878,187,296,24,50,77,30
06-07-2017,88882,55328,21763,62698,93691,21124,69985,74626,37595,91974,6468,6595,9379,7754,4680,1178,1219,3060,1720,9429,641,772,645,94,88,73,19
07-07-2017,28294,92552,85621,54211,43345,64846,40327,48894,58194,54541,5473,4430,5556,5593,8192,6399,3570,2913,1595,0324,622,830,462,99,68,44,76
08-07-2017,13786,24632,90768,30015,55180,81193,99038,75758,46190,94970,2157,0981,3082,3886,2661,7995,9900,1092,7837,8492,956,669,812,54,17,98,75
09-07-2017,96993,83943,83743,85507,67177,44590,94561,01852,23609,22386,4735,2859,3093,0017,5245,6753,3123,7406,1853,5260,435,367,701,66,69,70,46
10-07-2017,32247,44442,45136,04973,84553,60540,57997,86083,33946,09789,7678,1919,8001,8331,0196,4360,2096,9884,6120,6316,515,946,763,04,85,51,18
11-07-2017,69010,67993,07243,74222,43563,25645,38603,94196,84686,65992,4388,2558,1103,1164,6881,9736,1748,2761,6639,5634,638,746,199,91,81,63,80
12-07-2017,45712,76019,71317,21295,36351,94674,47995,34328,10961,11707,7060,8070,3276,6060,7882,8106,7966,4037,6931,4880,705,708,307,41,48,19,08
13-07-2017,07831,64234,23950,87901,10218,12440,54564,72479,64391,42106,3720,9821,8673,5467,2095,8914,5730,4098,1442,2314,609,708,157,15,61,23,57
14-07-2017,79866,44254,94591,98070,07536,05735,98733,82103,85199,55712,4990,5729,2575,9183,1679,3565,2872,8972,0987,3560,567,635,643,40,97,16,28
15-07-2017,08181,54532,11311,20037,28835,98686,34124,96698,08460,60454,5146,1115,3771,7260,7149,7326,7926,5168,9768,3783,777,000,194,21,32,43,93
16-07-2017,31039,31818,32471,70923,33362,06274,14585,57764,59882,50741,3606,4795,7669,8539,7861,9419,6573,4644,9637,4276,053,274,695,58,15,39,28
17-07-2017,05488,51974,38012,32512,04660,08192,34520,05332,02646,03551,6185,8511,9137,5493,8070,0239,9399,2093,0113,4016,987,894,836,01,13,11,22
18-07-2017,11666,21940,67322,45355,11731,06403,74514,76687,58422,99459,6081,1943,5283,7400,1616,1882,8991,9743,3619,1379,960,743,238,92,95,47,19
19-07-2017,66937,05181,05920,86780,62749,76456,10911,40161,86714,30486,4101,5655,3905,5931,6332,3211,1932,7296,1182,4127,187,399,492,18,36,56,34
20-07-2017,11733,36014,33778,36442,37074,42451,75667,50505,39589,91165,7974,6867,6370,8936,5711,3691,0121,9851,5537,3494,655,524,319,34,56,28,64
21-07-2017,20464,10454,77288,40356,50999,60219,94344,10255,19575,27359,1776,6953,2463,4866,8447,0376,0141,0912,6453,7532,477,416,791,92,01,95,28
22-07-2017,05281,05307,70654,79913,25316,90752,27878,14875,71826,38177,1707,9144,5591,0310,0386,0770,0659,3844,7126,6349,032,959,026,23,83,13,14
23-07-2017,08020,75071,03547,95139,52477,03061,66118,36422,87512,65468,8729,8928,9544,5194,3714,4774,3741,7575,2576,7559,114,297,401,55,07,90,47
24-07-2017,34037,02388,96715,07260,24707,30969,09930,46534,51945,85119,2124,6430,9125,8050,6140,3011,5927,9731,7562,9612,624,419,986,31,03,95,99
25-07-2017,97164,62520,42790,06652,61136,35200,54058,46916,17582,33371,2081,8807,3043,8397,2457,4110,0580,1061,9266,9170,183,704,123,04,21,79,70
26-07-2017,79967,92254,56521,13218,70534,53693,05663,70980,72111,56472,9189,9243,9524,4821,8909,7849,8529,1056,8328,0207,744,902,065,97,88,75,26
27-07-2017,77333,49942,14618,91289,93516,47122,01159,79247,06203,32985,5260,4869,7642,6584,5502,3974,6820,4835,1053,1787,753,564,692,47,72,82,29
28-07-2017,85139,82224,82658,70366,20055,68859,65461,78135,84658,68877,0142,1070,4014,3812,7454,1468,3822,3954,7547,4580,973,879,075,11,45,93,73
29-07-2017,66230,41268,39785,05701,38745,46070,29434,38258,20380,65430,5979,8073,7299,2545,6147,2306,4097,6577,4222,4330,332,567,393,35,42,40,46
30-07-2017,55570,92596,83628,66694,48743,82082,31856,23156,38568,44803,6498,3726,9998,7616,4956,9688,8770,5625,5267,7315,720,081,921,66,40,17,28
31-07-2017,09747,36131,35273,66589,73470,25196,21742,62795,33397,67494,6690,3241,2678,2375,6100,1507,8075,5931,8503,0875,665,295,798,15,70,26,35
01-08-2017,96565,38936,58059,58601,91738,27578,47256,79558,68868,77580,2478,7158,7235,1298,8904,1522,2254,6766,1584,9030,760,289,885,33,74,91,72
02-08-2017,60280,62587,70292,61894,73780,93422,33180,12052,80057,57434,0289,6390,2600,2517,7317,5848,3578,5058,3274,9494,854,210,604,64,82,14,34
03-08-2017,54613,71358,17544,12731,24248,54123,29441,87483,03069,56743,8831,6731,7947,3377,4409,1189,5360,2910,9568,2694,054,696,238,67,42,19,21
04-08-2017,31308,65518,82860,19431,63896,71510,57331,05076,20012,55742,6339,4981,9434,3708,1589,6627,4681,0283,7116,2502,924,407,768,82,84,00,53
05-08-2017,52783,17908,54703,28177,32168,65510,50803,07175,17139,54556,2061,9925,5635,8664,1507,0373,7878,3826,6110,6596,051,361,852,75,42,03,93
06-08-2017,51663,08139,61647,30156,86388,01527,43795,66883,01926,64699,0169,5665,5554,2360,5392,7366,6886,8023,6805,3458,523,586,390,17,49,46,44
07-08-2017,07823,99559,15713,69135,18363,97910,38061,61992,88067,71737,0745,1866,9068,0096,0835,5490,2995,7045,7607,4570,865,533,450,00,57,35,60
08-08-2017,46433,06453,45793,45987,46450,07165,23846,73211,72663,14090,8152,5320,7778,1657,0699,2374,7607,4549,4230,2454,739,287,977,19,93,05,76
09-08-2017,89716,00595,92957,17359,52375,11402,12036,47286,83750,80247,0498,9522,1498,6419,4984,5967,0968,5464,2489,8698,315,974,100,76,90,36,57
10-08-2017,35757,25582,83124,24408,82081,32408,65857,50582,61448,67640,7910,7019,6972,8843,1732,2987,8087,0611,6404,0046,307,717,551,73,53,77,44
11-08-2017,74312,48879,20719,39952,02381,06076,92300,65393,73276,04121,5514,4565,8865,2727,8854,6701,6354,9906,3914,9245,831,081,454,40,53,83,45
12-08-2017,75966,05298,77239,03094,15408,17228,80368,57732,33343,22547,0788,6483,8374,4647,3495,6830,9934,7809,5820,3256,514,250,429,60,98,63,88
13-08-2017,95407,63267,92794,65552,79885,18841,16331,87937,16539,39444,6437,9718,1330,3244,5537,9228,8198,9845,3927,5381,010,170,360,64,00,30,53
14-08-2017,90225,27883,53954,54752,03813,03999,97953,18476,15725,07348,8514,0594,2923,6322,9356,6804,1937,9104,3434,5556,431,340,402,68,46,54,55
15-08-2017,07631,29543,77334,81566,62394,34900,86591,24679,44490,32782,4064,0829,9593,4183,1366,1370,1987,1279,3965,2296,475,881,981,28,91,12,95
16-08-2017,28985,16167,15427,09579,59586,69859,92586,77357,74449,76642,0876,1927,3992,5174,9173,0238,3943,2556,7173,7225,214,801,309,10,61,95,52
17-08-2017,36271,68069,15403,91179,07887,24833,81101,03453,09655,10937,4947,1551,6829,8512,1485,0489,7275,8705,6790,4333,904,011,138,95,75,12,99
18-08-2017,22279,99804,13729,46130,03543,56156,26753,10557,32029,71924,6951,6542,6248,0254,0622,8625,1474,7780,8972,6730,406,260,984,96,83,95,31
19-08-2017,78649,65084,48980,40235,34759,82410,01927,60966,43015,38678,0846,3059,9783,2884,5075,2268,5205,4014,6297,5015,214,433,310,30,66,59,84
20-08-2017,70509,67905,07588,87583,27124,45382,51957,47425,17526,11837,5749,5531,2901,1043,6463,8657,1000,8141,2617,2807,614,918,739,44,73,02,98
21-08-2017,80981,41032,79130,73834,70630,50828,08290,35103,01921,33497,6204,3807,0236,4627,1054,2598,3187,8320,1683,8206,034,107,003,57,00,83,15
22-08-2017,65744,84973,51162,03571,82050,88499,92726,50364,74615,52238,3041,9158,9920,0772,4128,1301,6197,8756,4160,5392,631,847,916,84,43,80,08
23-08-2017,18468,46860,98715,71896,79241,20351,74554,54801,81187,33545,7476,9583,7880,0347,9663,5109,8244,8065,2078,9593,210,285,414,49,82,12,70
24-08-2017,41949,29634,59142,09796,54129,35805,53674,54238,10045,02170,1615,3279,7306,3801,6448,7293,0841,1944,0549,4469,527,331,016,04,61,36,23
25-08-2017,87899,41946,12497,31190,72564,45958,49137,53298,51488,46500,8577,4857,8634,2221,5430,7204,1212,6004,8594,5303,967,510,753,42,94,31,34
26-08-2017,76103,15693,42691,45558,02181,34413,44672,07323,16952,50230,3390,8321,3445,2343,2939,4157,3220,0233,1099,5469,788,765,175,37,38,52,99
27-08-2017,85886,44260,17539,19782,22702,37075,90043,79552,25149,37712,1349,3386,5096,4683,2035,1531,0795,9550,8966,8806,685,764,890,37,58,35,88
28-08-2017,66755,76295,15080,92027,48004,47415,26901,88289,64439,02130,1578,4690,0454,2397,5299,2958,2112,4468,6589,2923,459,139,416,78,00,20,73
29-08-2017,83998,82802,89183,52762,35180,65695,87250,38637,36070,53891,8872,5056,3141,7338,6793,9702,0867,5660,9856,1469,737,262,366,70,14,55,47
30-08-2017,69303,08686,01581,96485,40365,58102,48689,11371,53530,99359,5984,7621,3679,9756,4521,5373,6833,4375,5662,4480,768,285,067,53,76,10,99
31-08-2017,30454,20083,64766,53814,65629,76126,11284,69059,11331,53283,4213,2188,3901,8970,8633,9436,7062,4610,7990,6367,676,343,995,73,67,24,87
01-09-2017,22989,29714,50680,92737,46172,88634,64541,59869,96291,00960,7149,3334,6508,1232,1834,1869,4811,9836,5535,6658,465,623,619,07,46,71,61
02-09-2017,05731,95085,40463,51219,38322,98135,78276,48705,48384,99275,4412,8079,6840,0931,7448,4291,9554,2150,4409,6408,322,999,602,61,44,78,15
03-09-2017,95371,82210,68546,45603,77314,27122,51299,21399,30319,93531,7931,9098,4647,2665,5622,1825,8544,4540,5916,5158,798,811,000,76,39,28,10
04-09-2017,79857,83183,96149,28774,60147,42179,63805,32355,09949,74994,9047,4895,4905,8760,8122,9525,7671,7799,6191,3565,180,807,385,82,60,11,63
05-09-2017,70059,75852,47728,28558,51762,44282,88798,91933,63096,16183,1567,2411,8252,6538,1626,6860,0499,0977,0827,1001,064,425,450,29,58,23,60
06-09-2017,34369,38830,66977,81491,49213,63826,49920,22266,47089,92295,6253,1785,2801,2370,9328,1787,3833,3214,3308,0036,946,501,369,62,40,77,76
07-09-2017,50363,49916,59073,81116,31235,17059,36623,31502,35803,75454,8474,0444,8074,6843,4205,3579,7905,9334,3722,8600,799,161,409,81,16,94,41
08-09-2017,00730,73457,02715,92364,74269,36941,85428,09399,00745,43274,4393,7401,8906,6925,7761,6320,9319,7435,8160,6802,141,505,798,23,80,11,62
09-09-2017,41715,60783,92453,45787,37622,64127,96637,68968,74333,39553,9174,9122,6489,9332,0143,0363,5606,4472,7424,8367,763,941,719,31,62,09,97
10-09-2017,37993,37522,68843,58515,83835,03523,64053,61976,55286,37275,4953,9256,5499,1048,2487,1069,5814,9903,1924,6408,867,202,320,03,96,67,22
11-09-2017,08819,89595,99118,23483,15781,26951,87681,86531,37018,80488,3908,1715,3226,8207,7297,5472,1107,8398,6828,3814,245,804,816,41,36,90,85
12-09-2017,76795,12254,54000,19673,52987,03110,27796,52148,48390,34546,1740,8384,6598,3948,7522,9097,9423,6668,2260,8613,790,590,316,82,37,16,96
13-09-2017,64060,77124,10057,66512,67988,35206,58389,82060,19839,27969,5295,2557,6540,8718,8724,4795,4399,3662,3259,5534,238,399,724,82,04,69,73
14-09-2017,42140,87660,75019,31394,57036,27948,41855,77125,41070,98551,6876,9798,2679,6455,7428,5659,7198,7115,4903,7035,620,955,201,01,95,61,30
15-09-2017,66956,37201,46333,20813,62258,26714,71492,57274,90290,94373,9002,4192,7508,6553,7363,5754,2176,6939,7900,9684,607,377,277,01,89,15,54
16-09-2017,38485,58836,14830,51566,67145,63932,27591,92710,92011,59404,6492,6523,0714,2407,8092,9375,6730,7990,7643,1944,839,651,931,44,81,91,26
17-09-2017,94612,05874,24790,20095,57500,30715,12324,43840,50844,36001,7288,2030,5529,9011,2576,3081,7532,6643,3643,2347,227,330,645,63,37,92,55
18-09-2017,58601,01065,77469,39108,41696,30033,16039,02751,65330,24921,0681,3372,3812,0506,8605,6956,2015,2097,6372,5389,106,461,410,83,22,37,15
19-09-2017,68546,02071,91775,71254,03608,83154,95409,27068,66806,88990,0934,4449,1586,5011,3774,0512,5726,6913,1017,7769,825,367,700,14,69,98,18
20-09-2017,07873,59472,89795,29700,65810,85183,80242,49512,96035,55050,1677,4321,6545,8887,0872,4060,4191,7732,9562,9499,145,221,165,50,95,97,76
21-09-2017,89470,63771,22096,87186,52868,57428,11649,32912,63473,57657,6954,0125,6186,7666,4128,2892,8818,5240,6209,5292,243,852,522,46,15,89,91
22-09-2017,10587,13786,06122,60609,59008,95265,23599,43844,42567,09541,1726,4539,2849,2913,0762,1611,0996,5255,4014,0407,979,336,305,72,55,35,38
23-09-2017,18770,09867,55354,91672,93994,82223,33021,54197,13852,23373,6430,4244,7985,1673,7187,8356,9750,3393,9120,0260,723,480,113,62,46,75,99
24-09-2017,26652,03995,09534,78531,53264,23996,27199,03558,66217,03097,6087,4735,6923,0158,9455,1013,1414,3757,8103,5795,272,814,677,12,41,55,29
25-09-2017,91239,99654,96336,65727,74868,28110,78764,98511,34035,59409,9409,7504,5742,7393,3267,0293,2892,7396,1230,1171,297,074,985,67,46,06,99
26-09-2017,35043,15189,02658,50030,61729,29840,82499,40288,33875,50530,5914,5965,5885,7557,2974,9912,1914,8079,5234,4027,505,207,916,13,96,95,94
27-09-2017,62777,72641,42350,70901,01733,88731,13764,07816,44780,19697,5034,2185,6856,8072,2952,1574,1798,2439,5745,5109,931,829,521,51,99,98,62
28-09-2017,78296,26877,26486,34335,32928,81590,85731,24502,50911,43786,0122,6574,4021,6387,9217,2084,5824,0293,3248,3271,066,682,619,10,77,59,46
29-09-2017,56766,88557,80868,66735,92307,00216,88262,59625,11612,62399,6629,1370,4007,7601,0118,0022,2138,3177,4205,7652,272,468,490,03,31,17,76
30-09-2017,99334,79719,90191,10683,42965,36219,05839,77017,05138,65428,1374,1962,4617,8389,1326,3586,1665,3948,4455,7292,628,340,317,07,01,66,32
01-10-2017,52863,40694,98926,31736,04338,17043,18322,09690,85019,64319,9100,3416,2847,4336,8018,3990,9731,3401,1568,3620,025,494,874,43,83,44,48
02-10-2017,53707,41428,49298,27606,29042,80933,79440,17252,64890,13611,3137,0729,8512,0328,4351,3040,0013,4509,4385,3457,452,182,790,82,05,13,61
03-10-2017,75648,02304,07250,95926,33043,04324,87213,45872,49902,78730,0137,8602,6525,1846,6867,0261,2631,9919,6916,5270,893,053,354,61,55,52,34
04-10-2017,09379,72295,70781,50477,34619,04066,28995,77171,12995,52446,7871,8335,3872,3731,0704,3320,9946,7442,1790,3505,584,250,793,23,60,73,18
05-10-2017,20996,77267,45727,45526,01876,46792,95698,71101,56763,59529,8262,8333,3446,3077,9596,5086,9993,3501,5445,7220,015,184,694,95,07,91,21
06-10-2017,58309,21479,07628,69872,89649,84200,16298,66783,92938,72420,3300,1615,2646,3520,2197,5250,7922,8291,7093,5378,473,782,726,31,13,70,66
07-10-2017,29424,39872,89554,04390,95052,41051,50294,11904,22065,73755,3458,3713,7684,6088,4375,4397,4266,6316,3573,3267,570,733,691,64,04,56,02
08-10-2017,55801,41718,42508,71229,07001,08161,28208,80860,37300,24854,5302,8324,8982,6996,6866,6887,6203,4892,4329,1131,375,409,341,75,83,04,33
09-10-2017,15437,25637,84522,86940,83525,64464,63652,85374,05622,86749,2224,2969,4878,8821,4742,9493,2197,5783,5498,9915,774,941,625,64,94,47,92
10-10-2017,62571,14111,52640,72477,22624,85555,31666,72358,04216,34556,3857,2177,5423,5371,2871,7386,9887,7842,9282,7030,284,309,259,54,69,47,68
11-10-2017,00090,84178,55911,27775,68828,04259,59502,15331,66330,09068,3193,6224,3312,7409,5634,3157,9126,5965,0618,3606,465,148,156,01,07,43,95
12-10-2017,49604,38483,21109,48036,26483,87910,20836,65495,13194,29745,7771,2018,5692,7376,8759,0366,8081,5577,9930,7672,672,062,680,30,71,51,23
13-10-2017,47028,46313,41682,81199,06828,98033,69426,74994,11170,78354,8957,8935,1215,8295,1952,5024,1770,4603,0311,3885,183,817,004,11,67,23,76
14-10-2017,69172,22419,18709,10051,21777,41964,17197,93073,08767,44490,9541,0972,6835,5922,8584,5979,0136,5754,5156,2948,202,071,093,16,35,77,08
15-10-2017,30185,73716,70384,10151,79631,21440,87967,72030,27782,29061,6216,3229,5510,2868,0250,7574,2367,3400,2234,2600,351,068,973,03,55,49,60
16-10-2017,94549,99112,03355,24002,55076,30291,92795,32423,07634,73277,7085,3947,8154,5520,6933,2207,4776,0964,7735,8939,452,566,654,94,08,01,12
17-10-2017,84824,47855,46751,18333,54164,49072,02712,47384,13923,27555,0478,2524,1115,6106,4989,8771,3257,7232,3749,7111,573,565,952,61,85,76,06
18-10-2017,89570,82009,15073,76194,40503,11653,56463,14935,82209,61266,1060,6443,1009,7138,8514,9470,1563,5565,5668,0977,926,202,752,32,59,35,96
19-10-2017,59331,32238,14832,26425,06682,63474,90130,47243,12183,16199,1774,3671,1483,3777,0052,4426,8464,2663,8934,9697,931,850,681,70,53,66,72
20-10-2017,65732,60989,11638,30115,19567,49318,24367,53213,64469,95565,1259,6159,8151,2419,4237,7771,8425,4449,2058,7912,831,266,027,74,91,10,64
21-10-2017,75095,60747,90575,33645,99039,17557,06075,71087,03438,82317,2602,9318,7227,8580,6549,2663,2563,4082,0188,2328,924,643,460,27,76,18,77
22-10-2017,45353,52674,89855,95525,02603,84823,38534,11997,11890,14528,3507,4487,9105,5728,9515,0176,7609,5545,0578,7817,955,284,655,79,44,59,37
23-10-2017,30791,11269,19873,36756,30677,71739,44927,94255,47010,47162,8225,8084,0760,6092,0959,8362,8964,9973,6827,6110,532,088,135,69,65,66,88
24-10-2017,20234,07889,58190,69813,68902,99372,93264,55770,76525,36070,8497,5341,1664,3175,6795,1428,4062,4504,7233,4506,490,945,650,12,44,18,24
25-10-2017,22622,91205,87862,97691,72125,61485,42384,93393,32436,80813,0889,3371,1023,8980,2652,7672,8816,0937,9703,5014,768,185,739,53,63,00,14
26-10-2017,42282,77277,20897,00962,07409,42685,84581,07044,62999,65370,4477,9785,7355,4320,8196,7551,8567,5662,2879,0938,953,000,385,34,51,92,58
27-10-2017,51627,81694,22406,03325,97493,52600,89343,83889,11197,17036,4689,0288,5341,9943,2417,1941,3604,9925,4853,8079,464,043,007,90,92,38,01
28-10-2017,88324,38473,37563,03017,14953,32772,84191,28388,87500,99800,2474,1755,3971,0402,8491,3124,4680,2728,1454,5523,752,857,320,43,62,53,40
29-10-2017,31270,45814,32630,13347,25571,19369,18607,70059,80524,95539,8922,4359,0891,6519,3910,2995,9827,9096,0680,0098,549,566,487,43,85,29,27
30-10-2017,13687,16103,62646,46134,28618,21391,66257,32480,12083,12263,3706,0502,3736,2164,5119,9874,7028,0524,3917,2920,516,708,556,70,11,12,30
31-10-2017,48743,96099,80423,29235,57668,37202,64165,79665,63571,82881,5185,6690,7511,0867,5190,8926,0154,4813,5002,4324,221,218,185,27,42,30,12
01-11-2017,83492,55355,74405,78560,14294,70309,99370,77709,96782,98851,8273,2241,0754,3526,2184,2233,7724,2276,5577,4672,686,923,168,30,70,25,79
02-11-2017,99761,02173,36782,31342,00159,93844,04967,24127,89297,92798,6597,4593,2700,5041,2058,6827,9112,9987,0528,5249,988,568,458,50,53,17,05
03-11-2017,31134,13898,26869,52349,02423,54642,69684,70010,91378,14311,8808,1468,3350,2633,9389,4006,3895,8403,2847,1545,508,078,852,31,95,55,63
04-11-2017,40627,47016,12528,44395,20595,01743,26902,83098,99471,88284,1011,0162,2281,0758,5794,0981,7613,1813,4621,4536,645,474,997,49,84,89,50
05-11-2017,90260,40310,88340,11502,93959,72144,11964,49094,89685,92153,4943,6525,3455,0745,5519,1725,0032,5862,0466,4923,728,316,101,88,79,52,07
06-11-2017,03355,63198,67265,74091,08627,08872,06565,97981,47209,66111,7747,9530,1669,9175,6947,2368,8535,6122,0309,7020,064,917,447,07,85,03,41
